@relation 'data/final_8020_team.csv-weka.filters.unsupervised.attribute.Remove-R40-weka.filters.unsupervised.attribute.Remove-R1-weka.filters.unsupervised.attribute.Remove-R99-weka.filters.unsupervised.attribute.Remove-R1-5,16-17,19,25-26,30-36,41,44-45,49-67,70,77-83,92,95-99,101,105,108,112'

@attribute metrics29 numeric
@attribute metrics28 numeric
@attribute metrics27 numeric
@attribute metrics26 numeric
@attribute metrics25 numeric
@attribute metrics24 numeric
@attribute metrics23 numeric
@attribute metrics22 numeric
@attribute metrics21 numeric
@attribute metrics20 numeric
@attribute metrics9 numeric
@attribute metrics8 numeric
@attribute metrics7 numeric
@attribute metrics6 numeric
@attribute metrics5 numeric
@attribute metrics4 numeric
@attribute metrics3 numeric
@attribute metrics2 numeric
@attribute metrics1 numeric
@attribute metrics19 numeric
@attribute metrics18 numeric
@attribute metrics16 numeric
@attribute metrics15 numeric
@attribute metrics14 numeric
@attribute metrics13 numeric
@attribute metrics12 numeric
@attribute metrics11 numeric
@attribute metrics10 numeric
@attribute metrics57 numeric
@attribute metrics56 numeric
@attribute metrics55 numeric
@attribute metrics54 numeric
@attribute metrics53 numeric
@attribute metrics52 numeric
@attribute metrics51 numeric
@attribute metrics50 numeric
@attribute metrics49 numeric
@attribute metrics48 numeric
@attribute metrics47 numeric
@attribute metrics46 numeric
@attribute metrics45 numeric
@attribute metrics44 numeric
@attribute metrics43 numeric
@attribute metrics42 numeric
@attribute metrics41 numeric
@attribute metrics40 numeric
@attribute metrics39 numeric
@attribute metrics38 numeric
@attribute metrics37 numeric
@attribute metrics36 numeric
@attribute metrics35 numeric
@attribute metrics34 numeric
@attribute metrics33 numeric
@attribute metrics32 numeric
@attribute metrics31 numeric
@attribute metrics30 numeric
@attribute class {buggy,clean}

@data
74,24,10,7,70,11,23,1687734,3375089,0,65,47,159,0.446339,1.6875,2,2,1,2,1,5,0.009187,99.9753,0.015509,423,11,391.833,11,2,9,7,5,6,20,15,31,22,25,19,12,33,50,23,16,22,2,5,3,18,5,5,9,69,8,3,3,buggy
37,1,4,0,43,16,36,9415,14639,0,9,19,41,0.652159,1.46429,2,5,1,3,1,2,0.152592,99.8474,0,666,3,148,1,6,5,2,1,1,16,6,7,10,14,8,9,8,17,10,10,11,0,1,0,8,1,0,4,34,1,0,1,clean
22,2,4,1,33,16,36,305,3206,34348,9,10,21,33.0248,15.4285,11,21,9,15,3,7,38.0233,61.7666,0.210108,441,23,110,1,6,3,1,1,1,9,5,5,5,9,5,6,5,14,8,9,8,0,1,0,4,1,0,3,20,1,0,1,clean
24,6,4,3,44,6,33,4130780,4130780,49156,17,39,72,0,1,0,2,0,1,16,8,0.091942,22.4649,77.4432,566,0,1701,34,0,20,1,0,3,16,0,3,8,18,3,0,7,33,5,7,12,0,1,0,23,0,1,3,23,1,2,1,clean
24,6,4,3,44,6,33,0,0,49156,17,39,72,0,0,0,2,0,0,16,8,0.091942,22.4649,77.4432,566,0,1701,34,0,20,1,0,3,16,0,3,8,18,3,0,7,33,5,7,12,0,1,0,23,0,1,3,23,1,2,1,clean
24,6,4,3,44,6,33,0,0,49156,17,39,72,0,1,0,2,0,1,16,8,0.091942,22.4649,77.4432,566,0,1701,34,0,20,1,0,3,16,0,3,8,18,3,0,7,33,5,7,12,0,1,0,23,0,1,3,23,1,2,1,clean
64,20,9,6,53,12,21,1563078,1568412,0,59,51,167,0.329124,1.875,2,4,1,2,1,7,0.873497,99.106,0.020525,302,9,119.857,7,1,8,6,6,6,18,13,28,18,22,18,9,29,39,19,13,17,2,4,3,16,5,5,10,57,8,2,2,buggy
111,38,16,9,77,12,21,1826557,1826557,336722,100,94,317,0,1,0,2,0,1,0,9,0,99.969,0.031018,257,6,117.143,11,0,13,11,9,10,29,22,50,32,38,32,15,49,68,27,18,26,3,8,5,28,9,8,16,99,16,2,4,buggy
111,38,16,9,77,12,21,1826557,1826557,336722,100,94,317,0,1,0,2,0,1,0,9,0,99.969,0.031018,300,6,136.667,11,0,13,11,9,10,29,22,50,32,38,32,15,49,68,27,18,26,3,8,5,28,9,8,16,99,16,2,4,buggy
111,38,16,9,77,12,21,0,0,336722,100,94,317,0,1,0,2,0,1,0,9,0,99.969,0.031018,900,6,410,11,0,13,11,9,10,29,22,50,32,38,32,15,49,68,27,18,26,3,8,5,28,9,8,16,99,16,2,4,buggy
132,175,15,13,168,29,49,5410793,5410831,1690219,256,19,63,0.971562,2.81818,3,5,1,2,6,6,15.1897,82.9133,1.89702,1247,7,1294.5,28,11,11,6,5,13,21,23,36,56,28,26,17,66,245,33,31,64,1,2,1,29,2,2,6,128,4,1,1,buggy
23,3,4,4,28,6,16,17877,20038,26526,13,12,20,2.89563,4.48571,2,5,4,2,10,6,27.5325,71.6548,0.812736,341,0,3,1,5,2,0,0,2,13,5,3,6,13,0,5,9,7,9,6,16,0,1,0,4,0,1,3,22,2,1,0,clean
41,28,11,9,72,9,16,0,0,0,45,7,22,0.552771,2.5,2,5,1,2,9,3,0.390233,99.5964,0.013349,924,3,788.5,6,14,3,1,3,3,7,13,11,13,13,6,6,21,50,22,22,28,0,0,0,8,0,1,7,37,1,4,0,clean
58,180,43,43,83,22,51,1711,3323,5051618,296,2,5,3.54254,2.87483,4,6,4,7,5,350,18.6961,81.1504,0.153434,1883,18,2141.6,25,14,2,2,2,4,12,9,14,23,15,7,7,29,291,19,16,24,0,0,0,10,0,0,2,57,0,1,0,clean
111,38,16,9,77,12,21,612436,612437,3073244,100,94,317,0,1,0,2,0,1,0,9,0,99.969,0.031018,900,6,410,11,0,13,11,9,10,29,22,50,32,38,32,15,49,68,27,18,26,3,8,5,28,9,8,16,99,16,2,4,buggy
10,3,1,1,13,9,12,277103,554198,0,8,4,11,0.448764,1.58333,2,2,1,2,1,2,35.5783,64.4217,0,210,8,2,1,4,2,0,1,0,3,5,3,1,3,0,4,5,10,3,1,4,0,1,0,2,1,0,1,10,2,0,0,clean
80,12,7,5,184,20,162,17764,99624,336722,38,159,248,1.6607,2.91667,2,5,2,2,52,7,26.8632,73.1141,0.022681,1174,6,1361.55,26,2,94,3,2,5,47,8,13,16,49,8,8,20,155,16,14,24,0,2,1,100,2,2,5,76,3,2,1,buggy
4,4,2,1,4,3,5,135987,899470,1596476,6,0,0,1.32197,2.07407,2,4,3,2,0,4,0.020271,99.9797,0,97,0,837,11,1,0,0,0,0,1,0,1,1,1,1,0,2,5,2,2,2,0,0,0,0,0,0,1,2,0,0,0,clean
8,1,1,0,10,5,7,452653,488808,0,7,6,6,0.466703,1.45641,2,4,2,2,6,5,35.8361,64.0618,0.102047,159,14,14,2,4,2,1,1,1,4,3,1,2,4,1,3,2,4,2,3,4,0,1,0,2,0,0,1,9,1,0,1,clean
3,0,0,0,6,2,8,7965314,7965314,0,2,1,11,0,1,0,2,0,1,4,3,80.8945,18.8909,0.214669,62,25,2,1,0,0,0,0,0,2,0,0,1,1,0,1,1,4,0,0,2,0,0,0,0,0,0,0,3,0,0,0,clean
48,23,10,7,61,12,21,339846,679692,2110995,48,29,95,1.99434,2.77976,2,3,2,4,5,6,0.167972,99.8202,0.01185,963,7,814,8,8,5,3,4,3,12,13,17,13,18,9,6,22,43,19,17,22,1,2,1,11,2,2,7,44,4,2,1,buggy
154,14,10,6,424,25,242,1901,7475,1749,39,298,509,1.34176,2.12364,2,5,2,3,127,3,1.83411,98.1482,0.017688,3617,13,6250.5,73,9,173,3,2,8,110,9,11,30,107,7,13,33,373,25,18,38,0,2,0,183,1,2,7,150,3,2,2,clean
49,10,4,2,66,17,33,35366,138900,5115,27,0,0,2.86381,4.41667,2,2,2,3,7,3,4.10765,95.239,0.653374,852,5,27,1,14,6,4,3,3,20,8,13,11,24,6,5,17,31,17,15,21,0,0,0,14,1,0,7,46,1,4,0,clean
74,19,8,5,52,12,21,473783,473783,6428059,54,54,169,0,1.66667,2,3,0,2,2,6,49.8316,50.1528,0.015616,1123,5,734.5,11,0,8,6,5,6,20,16,30,20,26,21,11,29,40,15,12,16,2,4,3,17,5,4,8,67,8,1,2,buggy
111,38,16,9,77,12,21,4130683,4130683,6428059,100,94,317,0,1,0,2,0,1,0,9,0,99.969,0.031018,450,6,205,11,0,13,11,9,10,29,22,50,32,38,32,15,49,68,27,18,26,3,8,5,28,9,8,16,99,16,2,4,buggy
130,11,8,5,327,25,242,2230544,2230544,9,34,198,339,1.92104,2.65476,2,8,4,6,102,5,2.4716,97.5158,0.012622,3114,15,4342,54,6,181,2,2,5,92,7,10,23,91,5,9,27,282,21,16,34,0,1,0,188,1,1,6,126,2,1,1,clean
111,38,16,9,77,12,21,1826562,1826562,6428059,100,94,317,0,1,0,2,0,1,0,9,0,99.969,0.031018,600,6,273.333,11,0,13,11,9,10,29,22,50,32,38,32,15,49,68,27,18,26,3,8,5,28,9,8,16,99,16,2,4,buggy
111,38,16,9,77,12,21,1826562,1826562,6428059,100,94,317,0,1,0,2,0,1,0,9,0,99.969,0.031018,257,6,117.143,11,0,13,11,9,10,29,22,50,32,38,32,15,49,68,27,18,26,3,8,5,28,9,8,16,99,16,2,4,buggy
73,3,6,5,136,4,116,0,0,0,12,0,0,0,1,0,2,0,1,65,2,5.77159,94.2279,0.00052,822,9,240.5,5,0,233,1,2,1,64,2,4,3,62,4,3,4,130,4,3,15,0,0,0,235,1,1,1,72,1,0,1,clean
233,16,12,7,466,67,234,2920,1502,305163,51,351,557,10.3658,8.72222,3,13,5,7,126,4,1.30874,97.1612,1.53008,4358,10,4552.67,53,6,207,3,3,14,114,21,29,73,114,20,22,82,358,41,33,71,0,1,0,226,1,2,9,227,2,3,1,clean
49,10,4,2,66,17,33,621011,1242017,5867,27,0,0,0.194281,1.96667,2,3,1,1,7,3,4.10765,95.239,0.653374,852,5,27,1,14,6,4,3,3,20,8,13,11,24,6,5,17,31,17,15,21,0,0,0,14,1,0,7,46,1,4,0,clean
49,10,4,2,66,17,33,1180,2147,0,27,0,0,9.72653,5.51923,6,4,7,9,7,3,4.10765,95.239,0.653374,852,5,27,1,14,6,4,3,3,20,8,13,11,24,6,5,17,31,17,15,21,0,0,0,14,1,0,7,46,1,4,0,clean
94,10,6,4,236,21,138,18726,74544,1074455,29,151,260,1.54114,3.82667,2,2,1,2,67,4,2.89373,96.9075,0.198816,2091,13,3132.75,37,10,88,3,2,5,62,7,10,19,62,5,8,22,197,19,15,25,0,1,0,96,1,1,5,91,2,2,1,clean
49,10,4,2,66,17,33,4001,6395,17480,27,0,0,1.48463,2.98718,4,7,4,3,7,3,4.10765,95.239,0.653374,852,5,27,1,14,6,4,3,3,20,8,13,11,24,6,5,17,31,17,15,21,0,0,0,14,1,0,7,46,1,4,0,clean
96,444,105,105,144,23,50,5502182,5502213,0,718,0,0,1.31937,2.66667,2,2,1,3,4,868,0.003663,99.9932,0.003145,3898,24,5325,62,23,1,3,3,9,12,15,21,49,14,12,13,59,697,31,24,46,0,0,0,15,0,0,1,96,0,1,0,clean
111,38,16,9,77,12,21,1826562,1826562,6428059,100,94,317,0,1,0,2,0,1,0,9,0,99.969,0.031018,900,6,410,11,0,13,11,9,10,29,22,50,32,38,32,15,49,68,27,18,26,3,8,5,28,9,8,16,99,16,2,4,buggy
111,38,16,9,77,12,21,0,0,6428059,100,94,317,0,1,0,2,0,1,0,9,0,99.969,0.031018,900,6,410,11,0,13,11,9,10,29,22,50,32,38,32,15,49,68,27,18,26,3,8,5,28,9,8,16,99,16,2,4,buggy
149,7,7,7,491,17,391,0,0,1598940,17,349,652,1.1547,1.66667,2,2,0,3,87,2,47.2242,52.7758,0,5138,11,48,1,0,216,0,2,4,123,2,4,15,118,7,5,13,490,8,7,15,0,0,0,215,0,1,2,148,1,1,0,clean
54,2,5,5,110,4,116,0,1557302,0,21,16,43,0,0,0,0,0,0,44,4,5.56716,94.432,0.000846,384,9,147.333,5,0,125,1,1,2,39,2,5,8,38,7,3,7,81,10,12,21,0,0,0,126,1,1,1,53,1,1,1,buggy
26,15,6,5,47,7,14,270364,1200976,1906231,27,7,14,10.1606,9.41558,2,9,4,5,7,6,0.091362,99.9082,0.000418,563,27,1869,16,9,2,2,2,2,5,8,8,7,10,2,3,13,27,15,14,17,0,0,0,7,0,1,4,23,1,2,0,clean
4,0,0,0,2,3,6,0,0,797061,1,1,2,0,1,0,2,0,1,0,6,78.3784,16.5315,5.09009,25,0,0.5,1,0,0,0,0,0,0,1,2,0,2,1,0,1,1,0,1,0,0,0,0,0,0,0,0,3,0,0,0,clean
99,89,6,5,123,23,35,93392,174329,797061,137,3,9,1.31211,3.54167,3,9,1,4,5,8,13.0289,86.2196,0.751493,2116,1,1299.33,11,21,5,3,4,8,18,19,24,36,24,17,12,44,136,25,24,41,0,0,0,16,0,0,2,97,0,1,0,clean
96,444,105,105,144,23,50,5458958,5415377,0,718,0,0,1.39841,2.33333,2,7,1,3,4,868,0.003663,99.9932,0.003145,3898,24,5325,62,23,1,3,3,9,12,15,21,49,14,12,13,59,697,31,24,46,0,0,0,15,0,0,1,96,0,1,0,clean
96,444,105,105,144,23,50,6047463,6047127,0,718,0,0,4.97764,4.7963,2,6,4,3,4,868,0.003663,99.9932,0.003145,3898,24,5325,62,23,1,3,3,9,12,15,21,49,14,12,13,59,697,31,24,46,0,0,0,15,0,0,1,96,0,1,0,clean
96,444,105,105,144,23,50,5502082,5502137,0,718,0,0,3.80311,3.74074,2,10,2,5,4,868,0.003663,99.9932,0.003145,3898,24,5325,62,23,1,3,3,9,12,15,21,49,14,12,13,59,697,31,24,46,0,0,0,15,0,0,1,96,0,1,0,clean
24,0,2,1,32,3,10,12710841,12499564,0,14,11,43,0.25,1.25,3,2,1,1,6,6,2.38485,97.5925,0.022665,386,5,22,1,10,0,0,1,1,10,6,6,3,10,2,5,8,18,8,5,4,0,0,0,2,1,0,1,23,1,0,0,clean
208,258,12,10,295,29,49,148508,297013,24,367,0,0,0.32,1.24,4,5,1,2,14,3,36.4329,63.567,0.00008,4783,5,7273,64,46,17,6,7,23,27,32,45,100,33,35,26,110,355,56,53,116,0,0,0,47,0,0,3,206,0,1,0,clean
111,738,72,70,160,24,41,132329,133251,473704,922,0,0,6.91307,7.55288,4,4,2,5,8,4,12.3903,87.607,0.002719,5472,10,2837.5,30,26,6,4,3,10,20,18,24,49,22,17,16,56,901,31,27,82,0,0,0,22,0,1,3,109,1,1,0,clean
208,258,12,10,295,29,49,260304,520578,0,367,0,0,1.63299,4.33333,1,3,1,2,14,3,36.4329,63.567,0.00008,4783,5,7273,64,46,17,6,7,23,27,32,45,100,33,35,26,110,355,56,53,116,0,0,0,47,0,0,3,206,0,1,0,clean
55,1092,69,68,75,10,21,1644,473,260202,1238,0,0,1.54331,2.51285,3,4,3,4,7,4,0.64492,99.3483,0.006795,5662,13,194,5,14,1,1,1,3,8,12,10,25,8,8,13,28,1231,19,16,39,0,0,0,4,0,0,1,55,0,1,0,clean
14,12,5,4,31,4,11,134824,134824,0,23,9,26,1.58117,2.43333,2,6,4,3,50,6,26.6641,69.8372,3.49865,292,19,384.25,7,2,2,0,1,1,6,4,2,2,7,1,3,4,24,8,8,11,0,0,0,4,0,0,2,12,0,0,0,buggy
208,258,12,10,295,29,49,43693,174749,1165,367,0,0,1.7077,4,2,7,2,3,14,3,36.4329,63.567,0.00008,4783,5,7273,64,46,17,6,7,23,27,32,45,100,33,35,26,110,355,56,53,116,0,0,0,47,0,0,3,206,0,1,0,clean
55,1092,69,68,75,10,21,83,567,0,1238,0,0,2.86277,3.35227,3,5,3,3,7,4,0.64492,99.3483,0.006795,5662,13,194,5,14,1,1,1,3,8,12,10,25,8,8,13,28,1231,19,16,39,0,0,0,4,0,0,1,55,0,1,0,clean
115,457,31,29,158,21,36,53761,215070,1902767,553,0,0,3.40207,4.42351,4,7,2,3,8,3,12.3854,87.6121,0.002431,4001,7,2897.33,28,27,7,4,4,10,20,20,25,50,24,17,17,57,550,34,31,62,0,0,0,22,0,1,4,112,1,2,0,clean
208,258,12,10,295,29,49,3319554,3229879,850,367,0,0,0.471405,1.66667,2,4,1,2,14,3,36.4329,63.567,0.00008,4783,5,7273,64,46,17,6,7,23,27,32,45,100,33,35,26,110,355,56,53,116,0,0,0,47,0,0,3,206,0,1,0,clean
2,0,1,1,2,1,1,0,159,317,7,0,11,0,0,0,0,0,0,4,7,32.2061,62.0847,5.70917,47,0,3,3,0,0,0,0,0,0,0,2,0,0,1,0,1,4,0,0,0,0,0,0,0,0,0,1,1,0,0,0,buggy
146,132,8,7,176,25,39,98716,184722,1361438,201,0,0,5.53153,5.92857,2,10,2,4,7,5,0.298626,99.6988,0.002584,3050,2,1948,17,32,7,4,6,12,27,27,35,54,35,24,17,67,201,36,34,58,0,0,0,24,0,0,3,144,0,2,0,clean
20,0,2,1,13,10,17,3670062,7340120,0,8,0,0,0.306186,1.25,1,2,1,1,1,2,0.066747,99.9333,0,255,25,222,6,4,1,1,0,0,6,5,6,4,8,5,5,4,8,2,3,3,0,0,1,1,1,1,2,17,2,0,0,clean
20,0,2,1,13,10,17,3545863,3561358,1294,8,0,0,4.1434,4.81961,2,3,4,3,1,2,0.066747,99.9333,0,43,25,37,6,1,1,1,0,0,6,5,6,4,8,5,5,4,8,2,3,3,0,0,1,1,1,1,2,17,2,0,0,buggy
65,5,3,3,51,20,28,993942,1987730,0,26,0,0,0.849837,2.66667,1,2,1,2,7,7,0.573863,99.4211,0.00505,1108,0,149,1,13,7,0,2,3,18,16,12,19,25,4,7,29,22,14,13,15,0,0,0,11,0,0,2,64,0,2,0,clean
20,0,2,1,13,10,17,275,874,1656,8,0,0,4.9737,3.73387,4,5,10,5,1,2,0.066747,99.9333,0,255,25,222,6,4,1,1,0,0,6,5,6,4,8,5,5,4,8,2,3,3,0,0,1,1,1,1,2,17,2,0,0,clean
4,0,1,1,4,4,4,4832,4832,297,5,1,9,1.48922,2.22222,3,6,0,4,3,8,48.2906,39.0745,12.6349,75,0,1.5,2,0,0,0,0,0,1,1,1,1,2,1,0,2,4,0,1,1,0,0,0,0,0,0,0,4,0,0,0,buggy
36,5,5,4,73,9,26,0,0,0,32,16,43,0,1,0,2,0,1,12,7,2.76202,97.1986,0.039376,423,7,142,3,0,10,3,0,2,14,7,7,9,17,6,7,9,33,16,17,22,0,0,0,13,0,1,3,35,0,2,1,clean
65,5,3,3,51,20,28,2018594,4037184,0,26,0,0,0.471405,1.41667,1,5,1,2,7,7,0.573863,99.4211,0.00505,1108,0,149,1,13,7,0,2,3,18,16,12,19,25,4,7,29,22,14,13,15,0,0,0,11,0,0,2,64,0,2,0,clean
31,13,4,4,36,5,11,5995,43391,0,25,12,41,1.67838,2.52273,2,2,3,4,0,3,0.038594,99.9608,0.000609,315,7,251,5,8,2,1,1,0,8,8,9,8,15,2,2,15,22,11,11,13,0,1,0,3,0,0,3,30,1,2,0,buggy
75,66,5,4,90,25,39,34046,34475,21442,104,0,8,18.0236,9.0625,3,4,4,10,5,6,8.37187,88.9239,2.70424,1575,1,975.5,10,16,3,2,3,6,14,14,19,28,18,13,9,35,103,18,17,29,0,0,0,12,0,0,2,74,0,1,0,buggy
65,5,3,3,51,20,28,917306,1834610,265764,26,0,0,0.829156,2.41667,2,3,1,2,7,7,0.573863,99.4211,0.00505,1108,0,149,1,13,7,0,2,3,18,16,12,19,25,4,7,29,22,14,13,15,0,0,0,11,0,0,2,64,0,2,0,clean
3,0,0,0,3,2,6,0,0,9538290,1,1,1,0,1,0,2,0,1,2,4,40.8085,6.49065,52.7009,43,0,0.5,1,0,0,0,0,0,1,0,2,0,1,1,0,1,1,1,1,1,0,0,0,0,0,0,0,2,0,0,0,clean
65,5,3,3,51,20,28,38524,70582,990052,26,0,0,2.06861,2.86667,2,3,1,3,7,7,0.573863,99.4211,0.00505,1108,0,149,1,13,7,0,2,3,18,16,12,19,25,4,7,29,22,14,13,15,0,0,0,11,0,0,2,64,0,2,0,clean
21,308,4,3,17,3,10,73489,291518,9538290,323,20,450,4.36173,4.55556,2,4,2,3,5,2,20.1859,79.8141,0,1564,44,5,1,6,1,1,0,0,3,7,4,6,2,1,9,8,316,5,1,11,0,0,0,2,0,0,1,19,0,0,0,clean
30,4,1,1,37,17,40,58862,58870,474,14,1,6,0.54514,1.49167,2,3,1,2,3,2,41.5301,58.3626,0.107335,571,21,3.5,1,10,3,2,1,1,12,8,10,5,14,7,7,7,22,7,7,7,0,1,1,5,2,2,2,28,3,1,0,clean
17,2,1,0,31,7,23,1207558,1207558,0,10,31,32,0,1,0,2,0,1,9,11,53.2881,46.5442,0.167654,354,11,517.5,7,0,16,2,2,2,8,3,4,3,10,2,2,4,13,4,5,13,0,1,1,20,0,0,2,16,0,1,0,clean
84,554,54,53,121,23,39,2849920,1549301,5714683,693,0,4,46.8161,28.7099,3,4,3,4,7,5,13.404,85.2425,1.35351,4129,7,2128.88,23,20,5,3,3,8,15,14,18,37,17,13,12,42,677,23,21,62,0,0,0,16,0,0,2,83,0,1,0,buggy
50,9,3,4,83,17,45,4993772,4852147,0,28,16,45,0.279509,1.875,2,3,1,2,2,2,1.40172,98.5913,0.006931,294,11,4.71429,1,3,5,3,4,1,24,10,11,11,23,10,10,13,52,18,16,13,0,1,1,10,2,3,3,47,5,1,0,buggy
21,1716,258,258,93,10,22,703816,1407629,2814017,2268,0,0,0.471405,3.66667,2,2,1,2,7,7,0.12844,99.8695,0.002064,9826,16,1198,23,10,0,1,0,3,2,2,7,11,1,4,4,13,2158,8,5,154,0,0,0,4,0,0,1,21,0,1,0,clean
178,176,11,9,239,26,45,1073,1955,414050,263,0,0,2.73203,3.04667,2,4,2,4,9,3,24.3078,75.6919,0.000219,1948,5,2573.17,49,20,12,7,6,17,33,28,38,78,39,27,23,89,262,47,43,88,0,0,0,39,0,1,4,175,1,2,0,buggy
111,38,16,9,77,12,21,3653123,3653123,0,100,94,317,0,1,0,2,0,1,0,9,0,99.969,0.031018,1799,6,820,11,0,13,11,9,10,29,22,50,32,38,32,15,49,68,27,18,26,3,8,5,28,9,8,16,99,16,2,4,buggy
154,14,10,6,424,25,242,2501022,5002044,0,39,298,509,0.311805,1.58333,2,3,1,1,127,3,1.83411,98.1482,0.017688,1447,13,2500.2,73,3,173,3,2,8,110,9,11,30,107,7,13,33,373,25,18,38,0,2,0,183,1,2,7,150,3,2,2,buggy
111,38,16,9,77,12,21,3217497,3217497,0,100,94,317,0,1,0,2,0,1,0,9,0,99.969,0.031018,1799,6,820,11,0,13,11,9,10,29,22,50,32,38,32,15,49,68,27,18,26,3,8,5,28,9,8,16,99,16,2,4,buggy
111,38,16,9,77,12,21,3653132,3653132,0,100,94,317,0,1,0,2,0,1,0,9,0,99.969,0.031018,1799,6,820,11,0,13,11,9,10,29,22,50,32,38,32,15,49,68,27,18,26,3,8,5,28,9,8,16,99,16,2,4,buggy
111,38,16,9,77,12,21,4130780,4130780,0,100,94,317,0,1,0,2,0,1,0,9,0,99.969,0.031018,900,6,410,11,0,13,11,9,10,29,22,50,32,38,32,15,49,68,27,18,26,3,8,5,28,9,8,16,99,16,2,4,buggy
49,13,6,3,62,12,25,4130780,4130780,0,40,37,89,0,1,0,2,0,1,7,14,19.7651,80.1984,0.036502,376,3,302.333,10,0,12,5,3,4,18,10,16,12,22,9,8,17,41,13,11,19,1,2,2,19,2,2,6,44,4,2,1,buggy
