@relation 'data/final_8020_etc.csv-weka.filters.unsupervised.attribute.Remove-R40-weka.filters.unsupervised.attribute.Remove-R1-weka.filters.unsupervised.attribute.Remove-R99-weka.filters.unsupervised.attribute.Remove-R1-5,16-17,19,25-26,30-36,41,44-45,49-67,70,77-83,92,95-99,101,105,108,112'

@attribute metrics29 numeric
@attribute metrics28 numeric
@attribute metrics27 numeric
@attribute metrics26 numeric
@attribute metrics25 numeric
@attribute metrics24 numeric
@attribute metrics23 numeric
@attribute metrics22 numeric
@attribute metrics21 numeric
@attribute metrics20 numeric
@attribute metrics9 numeric
@attribute metrics8 numeric
@attribute metrics7 numeric
@attribute metrics6 numeric
@attribute metrics5 numeric
@attribute metrics4 numeric
@attribute metrics3 numeric
@attribute metrics2 numeric
@attribute metrics1 numeric
@attribute metrics19 numeric
@attribute metrics18 numeric
@attribute metrics16 numeric
@attribute metrics15 numeric
@attribute metrics14 numeric
@attribute metrics13 numeric
@attribute metrics12 numeric
@attribute metrics11 numeric
@attribute metrics10 numeric
@attribute metrics57 numeric
@attribute metrics56 numeric
@attribute metrics55 numeric
@attribute metrics54 numeric
@attribute metrics53 numeric
@attribute metrics52 numeric
@attribute metrics51 numeric
@attribute metrics50 numeric
@attribute metrics49 numeric
@attribute metrics48 numeric
@attribute metrics47 numeric
@attribute metrics46 numeric
@attribute metrics45 numeric
@attribute metrics44 numeric
@attribute metrics43 numeric
@attribute metrics42 numeric
@attribute metrics41 numeric
@attribute metrics40 numeric
@attribute metrics39 numeric
@attribute metrics38 numeric
@attribute metrics37 numeric
@attribute metrics36 numeric
@attribute metrics35 numeric
@attribute metrics34 numeric
@attribute metrics33 numeric
@attribute metrics32 numeric
@attribute metrics31 numeric
@attribute metrics30 numeric
@attribute class {buggy,clean}

@data
6,0,0,0,10,1,5,0,0,0,5,2,6,0.816497,2,2,3,1,2,1,7,66.1327,27.6888,6.17849,96,0,0,1,3,0,0,0,0,2,1,0,2,3,2,0,1,3,1,4,2,0,0,0,0,0,0,0,5,0,0,0,clean
56,3213,46,46,113,3,74,783624,783624,6873,3196,0,0,0,2,0,2,0,1,39,4053,1.28617,98.4106,0.30319,14676,17,79,2,0,133,1,1,0,47,2,2,7,47,4,2,5,3389,9,11,8,0,0,0,136,0,0,0,57,0,1,0,clean
168,5,4,3,160,20,129,0,58816,0,19,710,289,0,0,0,0,0,0,76,4,23.8509,76.1477,0.001422,5588,50,152.667,5,0,601,1,0,3,102,6,24,38,105,21,4,40,145,6,6,15,0,0,0,605,1,1,2,166,1,0,0,clean
22,0,0,0,17,11,22,7286,28664,0,3,3,5,15.3722,9.16667,2,3,2,3,1,3,22.4065,77.4011,0.192375,274,6,619.5,14,4,4,1,1,1,6,3,10,3,6,8,2,6,8,5,3,2,0,0,0,7,0,0,0,21,0,0,0,clean
40,13,9,7,43,11,22,789,12570,23,46,9,46,0.846154,1.51923,4,3,4,3,15,3,0.412767,99.584,0.003215,684,14,659,17,3,3,2,2,1,10,6,11,13,10,11,6,14,35,11,12,14,0,1,1,7,0,1,3,36,1,0,0,clean
201,41,16,14,391,14,43,1112126,1188409,302096,122,0,0,8.29612,7.12,0,34,8,17,0,2,0.004483,99.9888,0.006694,4967,0,1320,2,58,8,9,10,11,52,41,52,60,52,22,40,92,206,105,75,78,0,1,1,34,5,1,4,197,6,1,0,clean
21,0,1,1,14,4,23,0,3215599,56,3,0,0,0,0,0,0,0,0,25,4,59.3896,39.8051,0.805249,663,0,3,1,0,56,0,0,1,10,3,1,5,12,0,2,6,11,1,2,3,0,0,0,56,0,0,0,20,0,0,0,clean
201,41,16,14,391,14,43,1915,7620,392766,122,0,0,1.32025,1.91667,2,18,2,9,0,2,0.004483,99.9888,0.006694,4967,0,1320,2,58,8,9,10,11,52,41,52,60,52,22,40,92,206,105,75,78,0,1,1,34,5,1,4,197,6,1,0,clean
21,0,1,1,14,4,23,0,3215599,56,3,0,0,0,0,0,0,0,0,25,4,59.3896,39.8051,0.805249,663,0,3,1,0,56,0,0,1,10,3,1,5,12,0,2,6,11,1,2,3,0,0,0,56,0,0,0,20,0,0,0,clean
201,41,16,14,391,14,43,0,0,0,122,0,0,29.4941,13.8125,1,28,3,12,0,2,0.004483,99.9888,0.006694,4967,0,1320,2,58,8,9,10,11,52,41,52,60,52,22,40,92,206,105,75,78,0,1,1,34,5,1,4,197,6,1,0,clean
0,6,0,0,0,2,5,3322785,3215599,56,2,1,3,0.448764,2.08333,4,3,2,3,0,2,23.1884,76.8116,0,52,0,0,2,2,0,0,0,1,1,0,2,0,1,2,0,0,1,1,1,2,1,0,0,0,3,0,0,0,2,0,0,clean
131,10,12,12,251,10,66,0,0,1797779,38,421,465,0,0,0,0,0,0,122,5,32.0995,67.741,0.15954,2977,7,36.5,3,0,177,4,2,2,84,11,13,31,85,5,11,36,231,17,12,26,0,1,1,182,3,4,3,129,6,1,2,clean
201,41,16,14,391,14,43,2327,2368,0,122,0,0,3.0952,2.55556,2,7,4,21,0,2,0.004483,99.9888,0.006694,4967,0,1320,2,58,8,9,10,11,52,41,52,60,52,22,40,92,206,105,75,78,0,1,1,34,5,1,4,197,6,1,0,clean
201,41,16,14,391,14,43,30524,61046,788658,122,0,0,0.699854,2.28571,0,7,1,6,0,2,0.004483,99.9888,0.006694,4967,0,1320,2,58,8,9,10,11,52,41,52,60,52,22,40,92,206,105,75,78,0,1,1,34,5,1,4,197,6,1,0,clean
114,19,7,5,132,17,33,32153,40881,0,37,35,133,1.60406,1.84848,3,4,1,4,13,5,0.002989,99.9778,0.019251,1988,0,548,14,28,4,1,6,4,38,12,40,33,35,33,10,45,88,31,21,26,2,2,0,8,8,2,5,111,11,0,1,clean
201,41,16,14,391,14,43,446,0,0,122,0,0,16.0591,9.2,0,20,4,10,0,2,0.004483,99.9888,0.006694,4967,0,1320,2,58,8,9,10,11,52,41,52,60,52,22,40,92,206,105,75,78,0,1,1,34,5,1,4,197,6,1,0,clean
114,19,7,5,132,17,33,0,0,0,37,35,133,0.816497,3,1,4,1,2,13,5,0.002989,99.9778,0.019251,1988,0,548,14,28,4,1,6,4,38,12,40,33,35,33,10,45,88,31,21,26,2,2,0,8,8,2,5,111,11,0,1,clean
36,7,2,3,31,14,33,634,4859,1000949,13,7,19,1.96395,3.33929,2,4,4,3,2,3,6.65554,75.5364,17.8081,711,0,355,21,10,2,2,0,3,11,8,15,12,16,9,5,16,20,7,6,10,0,2,0,5,6,3,3,33,10,0,1,clean
15,3,1,1,13,14,33,6358,50573,204080,6,3,9,12.2869,9.6375,2,5,2,3,1,4,41.741,44.2577,14.0013,300,0,142.2,9,4,1,1,0,1,5,3,6,5,7,4,2,7,8,3,3,4,0,1,0,2,2,1,1,14,4,0,0,clean
36,7,2,3,31,14,33,8879,10471,0,13,7,19,1.49768,2.08333,2,12,1,9,2,3,6.65554,75.5364,17.8081,711,0,355,21,10,2,2,0,3,11,8,15,12,16,9,5,16,20,7,6,10,0,2,0,5,6,3,3,33,10,0,1,clean
4,25,4,2,4,1,4,607482,1214963,0,20,4,27,0.333333,1.33333,3,2,1,2,13,8,0.164556,0.36996,99.4655,389,0,24,15,11,1,0,0,0,9,6,3,3,7,3,8,3,12,11,10,2,1,0,0,0,17,0,0,4,16,0,1,clean
4,25,4,2,4,1,4,1214977,2429954,81,20,4,27,0.471405,1.66667,2,2,1,1,13,8,0.164556,0.36996,99.4655,389,0,24,15,11,1,0,0,0,9,6,3,3,7,3,8,3,12,11,10,2,1,0,0,0,17,0,0,4,16,0,1,clean
4,25,4,2,4,1,4,607479,1214958,12,20,4,27,0.276385,1.25,2,2,1,2,13,8,0.164556,0.36996,99.4655,389,0,24,15,11,1,0,0,0,9,6,3,3,7,3,8,3,12,11,10,2,1,0,0,0,17,0,0,4,16,0,1,clean
4,25,4,2,4,1,4,604384,1208767,66,20,4,27,0.276385,1.41667,2,2,1,2,13,8,0.164556,0.36996,99.4655,389,0,24,15,11,1,0,0,0,9,6,3,3,7,3,8,3,12,11,10,2,1,0,0,0,17,0,0,4,16,0,1,clean
4,25,4,2,4,1,4,5646256,5646253,0,20,4,27,0.5,2.3,0,2,1,1,13,8,0.164556,0.36996,99.4655,389,0,24,15,11,1,0,0,0,9,6,3,3,7,3,8,3,12,11,10,2,1,0,0,0,17,0,0,4,16,0,1,clean
4,25,4,2,4,1,4,303746,607486,22,20,4,27,0.298142,1.33333,3,2,1,2,13,8,0.164556,0.36996,99.4655,389,0,24,15,11,1,0,0,0,9,6,3,3,7,3,8,3,12,11,10,2,1,0,0,0,17,0,0,4,16,0,1,clean
4,25,4,2,4,1,4,607474,1214948,0,20,4,27,0.235702,1.33333,2,2,1,2,13,8,0.164556,0.36996,99.4655,389,0,24,15,11,1,0,0,0,9,6,3,3,7,3,8,3,12,11,10,2,1,0,0,0,17,0,0,4,16,0,1,clean
4,25,4,2,4,1,4,303745,607489,101,20,4,27,0.368514,1.22222,3,2,1,2,13,8,0.164556,0.36996,99.4655,389,0,24,15,11,1,0,0,0,9,6,3,3,7,3,8,3,12,11,10,2,1,0,0,0,17,0,0,4,16,0,1,clean
11,1,1,0,18,5,19,2575,26530,106926,4,54,32,3.44016,3.27273,3,7,4,6,8,5,52.9492,46.262,0.78885,482,7,67.6667,2,0,47,0,0,1,4,1,2,4,5,2,1,4,17,1,1,1,0,0,0,48,0,0,1,10,0,0,0,clean
4,25,4,2,4,1,4,1214953,2429902,0,20,4,27,0.363242,1.41667,2,2,1,1,13,8,0.164556,0.36996,99.4655,389,0,24,15,11,1,0,0,0,9,6,3,3,7,3,8,3,12,11,10,2,1,0,0,0,17,0,0,4,16,0,1,clean
12,1,1,0,6,4,12,0,1397256,3603793,3,12,22,0,0,0,0,0,0,7,2,62.8017,37.1587,0.039573,175,20,1,1,0,1,1,0,0,3,2,5,2,5,4,2,2,5,1,1,0,0,0,0,3,0,0,1,10,0,0,0,clean
201,41,16,14,391,14,43,0,0,0,122,0,0,1.82574,3,2,12,1,6,0,2,0.004483,99.9888,0.006694,4967,0,1320,2,58,8,9,10,11,52,41,52,60,52,22,40,92,206,105,75,78,0,1,1,34,5,1,4,197,6,1,0,clean
2,2,0,0,3,1,4,0,1397256,3603793,3,1,5,0,0,0,0,0,0,4,5,94.8032,0.089044,5.10778,41,0,130.333,1,0,0,0,0,0,0,0,1,0,1,0,0,1,3,1,0,0,0,0,0,0,0,0,0,1,1,0,0,clean
201,41,16,14,391,14,43,205648,415032,854000,122,0,0,38.2426,20,0,24,5,11,0,2,0.004483,99.9888,0.006694,4967,0,1320,2,58,8,9,10,11,52,41,52,60,52,22,40,92,206,105,75,78,0,1,1,34,5,1,4,197,6,1,0,clean
16,2,2,2,30,9,18,163003,325989,1152,12,2,43,1.39692,2.58333,3,3,1,3,1,16,15.2179,51.1427,33.6395,292,0,3,1,5,0,0,0,2,2,0,11,4,1,8,1,7,16,10,6,4,0,0,0,2,0,0,1,16,0,1,0,clean
6,1,1,0,7,6,15,351027,1397256,3603793,2,0,1,10.5767,7.62953,3,3,2,3,1,3,21.3052,48.8418,29.853,85,0,9.25,1,2,1,0,0,0,2,2,1,1,2,1,2,2,4,2,1,2,0,0,0,1,0,0,0,5,0,0,0,clean
201,41,16,14,391,14,43,150299,288365,87562,122,0,0,2.75862,4.3,0,14,4,6,0,2,0.004483,99.9888,0.006694,4967,0,1320,2,58,8,9,10,11,52,41,52,60,52,22,40,92,206,105,75,78,0,1,1,34,5,1,4,197,6,1,0,clean
16,2,2,2,30,9,18,0,0,424,12,2,43,2.33238,2.4,3,6,1,4,1,16,15.2179,51.1427,33.6395,292,0,3,1,5,0,0,0,2,2,0,11,4,1,8,1,7,16,10,6,4,0,0,0,2,0,0,1,16,0,1,0,clean
114,19,7,5,132,17,33,870483,871969,25065,37,35,133,1.4111,2.34375,5,4,3,5,13,5,0.002989,99.9778,0.019251,1988,0,548,14,28,4,1,6,4,38,12,40,33,35,33,10,45,88,31,21,26,2,2,0,8,8,2,5,111,11,0,1,clean
131,10,12,12,251,10,66,0,0,1797779,38,421,465,0,0,0,0,0,0,122,5,32.0995,67.741,0.15954,2977,7,36.5,3,0,177,4,2,2,84,11,13,31,85,5,11,36,231,17,12,26,0,1,1,182,3,4,3,129,6,1,2,clean
49,377,23,23,58,33,55,393504,393567,171605,428,1,14,3.24952,2.76389,2,3,3,5,0,13,6.83185,81.8505,11.3176,2368,4,950.667,48,6,1,2,4,8,3,9,12,25,5,9,6,30,430,12,10,29,0,0,0,15,0,0,1,48,0,0,0,clean
138,12,13,13,309,10,66,0,0,1797779,41,541,567,0,0,0,0,0,0,141,5,45.7433,54.1444,0.112365,3239,6,47,3,0,156,5,2,2,88,12,14,35,91,7,12,39,288,17,14,27,0,1,0,165,4,5,4,135,8,0,2,clean
66,609,36,36,79,37,62,45,78,3445,683,1,5,19.553,8.35617,7,57,15,33,3,16,7.47539,88.0453,4.47934,3620,6,1116.23,16,9,2,3,4,10,5,12,14,35,7,10,8,40,689,15,13,43,0,0,0,18,0,0,1,65,0,0,0,clean
114,19,7,5,132,17,33,138366,276730,25576,37,35,133,2.57543,2.91667,2,5,1,3,13,5,0.002989,99.9778,0.019251,1988,0,548,14,28,4,1,6,4,38,12,40,33,35,33,10,45,88,31,21,26,2,2,0,8,8,2,5,111,11,0,1,clean
114,19,7,5,132,17,33,738325,738278,0,37,35,133,0.549812,1.96825,2,4,1,3,13,5,0.002989,99.9778,0.019251,1988,0,548,14,28,4,1,6,4,38,12,40,33,35,33,10,45,88,31,21,26,2,2,0,8,8,2,5,111,11,0,1,clean
131,10,12,12,251,10,66,0,0,1797779,38,421,465,0,0,0,0,0,0,122,5,32.0995,67.741,0.15954,2977,7,36.5,3,0,177,4,2,2,84,11,13,31,85,5,11,36,231,17,12,26,0,1,1,182,3,4,3,129,6,1,2,clean
85,10,7,5,177,17,81,140039,280048,23800,25,147,244,0.368514,1.22222,2,2,1,2,65,7,55.3844,41.8331,2.78247,2236,6,207.333,9,9,86,0,3,2,56,5,15,13,54,12,4,19,161,15,10,12,1,1,0,90,4,1,2,83,4,0,1,clean
131,10,12,12,251,10,66,0,0,1797779,38,421,465,0,0,0,0,0,0,122,5,32.0995,67.741,0.15954,2977,7,36.5,3,0,177,4,2,2,84,11,13,31,85,5,11,36,231,17,12,26,0,1,1,182,3,4,3,129,6,1,2,clean
201,41,16,14,391,14,43,332477,623361,391212,122,0,0,4.19288,3.44444,1,14,2,6,0,2,0.004483,99.9888,0.006694,4967,0,1320,2,58,8,9,10,11,52,41,52,60,52,22,40,92,206,105,75,78,0,1,1,34,5,1,4,197,6,1,0,clean
10,0,1,1,19,5,12,0,0,0,6,8,23,0,1.5,0,2,0,1,4,2,20.3428,79.4924,0.164808,184,10,5,1,0,0,0,1,1,5,2,2,2,5,1,1,4,9,5,4,3,0,0,0,2,1,0,0,10,1,0,0,clean
114,19,7,5,132,17,33,6010,5973,0,37,35,133,26.0076,10.5,3,5,3,10,13,5,0.002989,99.9778,0.019251,1988,0,548,14,28,4,1,6,4,38,12,40,33,35,33,10,45,88,31,21,26,2,2,0,8,8,2,5,111,11,0,1,clean
10,0,1,1,19,5,12,0,569214,0,6,8,23,0,0,0,2,0,0,4,2,20.3428,79.4924,0.164808,184,10,5,1,0,0,0,1,1,5,2,2,2,5,1,1,4,9,5,4,3,0,0,0,2,1,0,0,10,1,0,0,clean
201,41,16,14,391,14,43,122,140,0,122,0,0,42.1587,16.0909,0,28,5,14,0,2,0.004483,99.9888,0.006694,4967,0,1320,2,58,8,9,10,11,52,41,52,60,52,22,40,92,206,105,75,78,0,1,1,34,5,1,4,197,6,1,0,clean
4,25,4,2,4,1,4,836867,1673734,7343341,20,4,27,0.363242,1.41667,2,2,1,2,13,8,0.164556,0.36996,99.4655,389,0,24,15,11,1,0,0,0,9,6,3,3,7,3,8,3,12,11,10,2,1,0,0,0,17,0,0,4,16,0,1,clean
131,10,12,12,251,10,66,0,0,1797779,38,421,465,0,0,0,0,0,0,122,5,32.0995,67.741,0.15954,2977,7,36.5,3,0,177,4,2,2,84,11,13,31,85,5,11,36,231,17,12,26,0,1,1,182,3,4,3,129,6,1,2,clean
47,21,6,5,52,12,19,9944,9946,55,32,0,0,14.3702,8.24,4,23,9,14,12,4,1.46955,98.3806,0.149841,815,3,63.3333,5,15,2,2,4,5,18,10,10,15,17,8,9,19,31,18,16,18,0,0,1,12,3,2,3,44,3,1,1,clean
131,10,12,12,251,10,66,0,0,1797779,38,421,465,0,0,0,0,0,0,122,5,32.0995,67.741,0.15954,2977,7,36.5,3,0,177,4,2,2,84,11,13,31,85,5,11,36,231,17,12,26,0,1,1,182,3,4,3,129,6,1,2,clean
201,41,16,14,391,14,43,302459,604916,1481,122,0,0,8.80656,8.66667,0,6,1,2,0,2,0.004483,99.9888,0.006694,4967,0,1320,2,58,8,9,10,11,52,41,52,60,52,22,40,92,206,105,75,78,0,1,1,34,5,1,4,197,6,1,0,clean
114,19,7,5,132,17,33,11,194,437,37,35,133,2.73077,2.51852,3,4,7,5,13,5,0.002989,99.9778,0.019251,1988,0,548,14,28,4,1,6,4,38,12,40,33,35,33,10,45,88,31,21,26,2,2,0,8,8,2,5,111,11,0,1,clean
201,41,16,14,391,14,43,101117,202471,875699,122,0,0,25.9125,12.2,3,36,4,16,0,2,0.004483,99.9888,0.006694,4967,0,1320,2,58,8,9,10,11,52,41,52,60,52,22,40,92,206,105,75,78,0,1,1,34,5,1,4,197,6,1,0,clean
201,41,16,14,391,14,43,1344540,1335214,0,122,0,0,16.9344,16.2857,2,16,6,8,0,2,0.004483,99.9888,0.006694,4967,0,1320,2,58,8,9,10,11,52,41,52,60,52,22,40,92,206,105,75,78,0,1,1,34,5,1,4,197,6,1,0,clean
25,12,2,2,22,7,15,1554329,3099553,2334422,17,13,28,0.731046,1.61364,3,3,2,5,4,4,35.8284,56.2221,7.94949,408,0,5.5,2,13,5,1,1,1,11,8,9,6,14,4,4,11,13,8,8,9,2,2,0,3,5,2,4,24,8,1,0,clean
114,19,7,5,132,17,33,22,57,15932,37,35,133,6.72005,4.5,4,12,12,28,13,5,0.002989,99.9778,0.019251,1988,0,548,14,28,4,1,6,4,38,12,40,33,35,33,10,45,88,31,21,26,2,2,0,8,8,2,5,111,11,0,1,clean
201,41,16,14,391,14,43,97565,195152,872179,122,0,0,131.639,62.1,2,30,5,15,0,2,0.004483,99.9888,0.006694,4967,0,1320,2,58,8,9,10,11,52,41,52,60,52,22,40,92,206,105,75,78,0,1,1,34,5,1,4,197,6,1,0,clean
114,19,7,5,132,17,33,14,26,145,37,35,133,9.34609,5.55102,7,8,15,30,13,5,0.002989,99.9778,0.019251,1988,0,548,14,28,4,1,6,4,38,12,40,33,35,33,10,45,88,31,21,26,2,2,0,8,8,2,5,111,11,0,1,clean
201,41,16,14,391,14,43,199905,0,0,122,0,0,9.62081,9.2,0,6,2,3,0,2,0.004483,99.9888,0.006694,4967,0,1320,2,58,8,9,10,11,52,41,52,60,52,22,40,92,206,105,75,78,0,1,1,34,5,1,4,197,6,1,0,clean
114,19,7,5,132,17,33,313,322,619736,37,35,133,4.2474,3.44828,5,9,6,21,13,5,0.002989,99.9778,0.019251,1988,0,548,14,28,4,1,6,4,38,12,40,33,35,33,10,45,88,31,21,26,2,2,0,8,8,2,5,111,11,0,1,clean
201,41,16,14,391,14,43,305327,305509,0,122,0,0,6.26303,4.53488,1,62,6,30,0,2,0.004483,99.9888,0.006694,4967,0,1320,2,58,8,9,10,11,52,41,52,60,52,22,40,92,206,105,75,78,0,1,1,34,5,1,4,197,6,1,0,clean
201,41,16,14,391,14,43,44064,87810,352237,122,0,0,166.974,39.4815,2,70,14,34,0,2,0.004483,99.9888,0.006694,4967,0,1320,2,58,8,9,10,11,52,41,52,60,52,22,40,92,206,105,75,78,0,1,1,34,5,1,4,197,6,1,0,clean
7,3,1,3,14,3,9,0,2982755,0,11,4,28,0,0,0,0,0,0,1,6,12.9437,85.8017,1.25459,190,54,2,1,0,0,0,0,0,3,2,3,1,4,1,0,3,4,8,8,1,0,0,0,0,0,0,0,9,0,1,0,clean
7,3,1,3,14,3,9,0,2982755,0,11,4,28,0,0,0,0,0,0,1,6,12.9437,85.8017,1.25459,190,54,2,1,0,0,0,0,0,3,2,3,1,4,1,0,3,4,8,8,1,0,0,0,0,0,0,0,9,0,1,0,clean
